participant,peak_number,peak_index,timestamp,amplitude,detection_method,added_peak
P15,1,167,4.797471990807239,0.0179930271935168,balanced_cleaned,False
P15,2,332,9.537489227233554,0.0154407871825,balanced_cleaned,False
P15,3,470,13.50186727951738,0.0104617433166905,balanced_cleaned,False
P15,4,593,17.035334673944266,0.0116612697734972,balanced_cleaned,False
P15,5,729,20.94225797184717,0.0123487102047669,balanced_cleaned,False
P15,6,871,25.021545532892844,0.0117098342378505,balanced_cleaned,False
P15,7,1012,29.07210571674806,0.0114279363716879,balanced_cleaned,False
P15,8,1147,32.9503016374605,0.0096916071426148,balanced_cleaned,False
P15,9,1296,37.23068083883941,0.0094324908403371,balanced_cleaned,False
P15,10,1429,41.05142200517093,0.0107299985974835,balanced_cleaned,False
P15,11,1568,45.04452743464521,0.0091892214804285,balanced_cleaned,False
P15,12,1707,49.0376328641195,0.0119608523816146,balanced_cleaned,False
P15,13,1851,53.174375179546104,0.0104341055495764,balanced_cleaned,False
P15,14,1989,57.13875323182993,0.0131191825288851,balanced_cleaned,False
P15,15,2128,61.13185866130422,0.0119269677363458,balanced_cleaned,False
P15,16,2282,65.55587474863545,0.0134624607291022,balanced_cleaned,False
P15,17,2413,69.31916116058603,0.0106328946973985,balanced_cleaned,False
P15,18,2557,73.45590347601264,0.0083568153725814,balanced_cleaned,False
P15,19,2687,77.19046251077276,0.0163280466539136,balanced_cleaned,False
P15,20,2834,81.41338695777075,0.0095286340679267,balanced_cleaned,False
P15,21,2974,85.4352197644355,0.0181763087670209,balanced_cleaned,False
P15,22,3111,89.37087043952886,0.0111995494164093,balanced_cleaned,False
P15,23,3249,93.33524849181268,0.0117559075288209,balanced_cleaned,False
P15,24,3398,97.6156276931916,0.0120594988300119,balanced_cleaned,False
P15,25,3536,101.58000574547545,0.0140152345082373,balanced_cleaned,False
P15,26,3675,105.57311117494972,0.0114009079471683,balanced_cleaned,False
P15,27,3811,109.48003447285262,0.0088617762129047,balanced_cleaned,False
P15,28,3955,113.61677678827922,0.014414887821859,balanced_cleaned,False
P15,29,4097,117.6960643493249,0.0133376017864383,balanced_cleaned,False
P15,30,4243,121.89026141913244,0.0101137356099127,balanced_cleaned,False
P15,31,4382,125.88336684860673,0.014947471416635,balanced_cleaned,False
P15,32,4514,129.67538063774776,0.0127030894489908,balanced_cleaned,False
P15,33,4655,133.725940821603,0.0157274903068385,balanced_cleaned,False
P15,34,4805,138.03504740017237,0.0143714593515618,balanced_cleaned,False
P15,35,4938,141.85578856650386,0.0106262034789115,balanced_cleaned,False
P15,36,5077,145.84889399597816,0.0128754516300609,balanced_cleaned,False
P15,37,5215,149.81327204826198,0.0146975387676234,balanced_cleaned,False
P15,38,5352,153.74892272335535,0.0081024101954322,balanced_cleaned,False
P15,39,5499,157.97184717035333,0.0121757080562467,balanced_cleaned,False
P15,40,5635,161.87877046825625,0.0107295548206502,balanced_cleaned,False
P15,41,5778,165.98678540649237,0.0107716204811901,balanced_cleaned,False
P15,42,5922,170.12352772191898,0.0090789052324653,balanced_cleaned,False
P15,43,6061,174.11663315139327,0.0102005256813003,balanced_cleaned,False
P15,44,6209,178.36828497558173,0.0124573045145986,balanced_cleaned,False
P15,45,6338,182.0741166331514,0.0126803734736201,balanced_cleaned,False
P15,46,6478,186.09594943981617,0.0074182437566123,balanced_cleaned,False
P15,47,6618,190.11778224648089,0.0094260105695724,balanced_cleaned,False
P15,48,6761,194.225797184717,0.0122373793312526,balanced_cleaned,False
