participant,peak_number,peak_index,timestamp,amplitude,detection_method,added_peak
P13,1,53,1.522550991094513,0.0094467225708939,balanced_cleaned,False
P13,2,178,5.113473139902327,0.0097415294065233,balanced_cleaned,False
P13,3,327,9.39385234128124,0.0141186448811382,balanced_cleaned,False
P13,4,466,13.38695777075553,0.009336823995251,balanced_cleaned,False
P13,5,603,17.322608445848893,0.008219500593815,balanced_cleaned,False
P13,6,748,21.488078138465955,0.0146556792048872,balanced_cleaned,False
P13,7,889,25.53863832232117,0.0166685576855272,balanced_cleaned,False
P13,8,1024,29.41683424303361,0.0153505986227775,balanced_cleaned,False
P13,9,1164,33.43866704969836,0.0066617498206222,balanced_cleaned,False
P13,10,1310,37.63286411950589,0.0122668744845578,balanced_cleaned,False
P13,11,1450,41.65469692617064,0.0109465228528987,balanced_cleaned,False
P13,12,1588,45.619074978454464,0.0089377178361605,balanced_cleaned,False
P13,13,1725,49.55472565354783,0.0105662110405639,balanced_cleaned,False
P13,14,1868,53.662740591783965,0.0110173260603599,balanced_cleaned,False
P13,15,2010,57.74202815282964,0.0112451247420227,balanced_cleaned,False
P13,16,2153,61.85004309106578,0.0073071032820566,balanced_cleaned,False
P13,17,2299,66.0442401608733,0.0131307939283083,balanced_cleaned,False
P13,18,2427,69.72134444125251,0.0083587947204819,balanced_cleaned,False
P13,19,2566,73.7144498707268,0.0094107017420255,balanced_cleaned,False
P13,20,2708,77.79373743177247,0.0104723224784268,balanced_cleaned,False
P13,21,2850,81.87302499281815,0.0087225691714916,balanced_cleaned,False
P13,22,2992,85.95231255386382,0.0088381682034784,balanced_cleaned,False
P13,23,3129,89.88796322895719,0.0070073832326423,balanced_cleaned,False
P13,24,3270,93.9385234128124,0.008663968299794,balanced_cleaned,False
P13,25,3412,98.01781097385808,0.0097928670123179,balanced_cleaned,False
P13,26,3554,102.09709853490376,0.0100158263046805,balanced_cleaned,False
P13,27,3691,106.03274920999712,0.01124544534068,balanced_cleaned,False
P13,28,3832,110.08330939385232,0.008779976355386,balanced_cleaned,False
P13,29,3976,114.22005170927892,0.0071688469063195,balanced_cleaned,False
P13,30,4121,118.385521401896,0.0093733376968626,balanced_cleaned,False
P13,31,4257,122.2924446997989,0.0070747862422209,balanced_cleaned,False
P13,32,4402,126.45791439241596,0.0063534199306964,balanced_cleaned,False
P13,33,4536,130.30738293593794,0.0048587169661542,balanced_cleaned,True
P13,34,4678,134.3866704969836,0.0049624288536889,balanced_cleaned,True
P13,35,4819,138.43723068083884,0.005965023688097,balanced_cleaned,False
P13,36,4956,142.37288135593218,0.0065257143743062,balanced_cleaned,False
P13,37,5097,146.4234415397874,0.0058085477732227,balanced_cleaned,False
P13,38,5238,150.47400172364263,0.0086047634893817,balanced_cleaned,False
P13,39,5373,154.35219764435507,0.0073819345412105,balanced_cleaned,False
P13,40,5514,158.40275782821027,0.0084753955224582,balanced_cleaned,False
P13,41,5658,162.53950014363687,0.0061116862203202,balanced_cleaned,False
P13,42,5802,166.67624245906347,0.007202003091407,balanced_cleaned,False
P13,43,5940,170.6406205113473,0.0068188733520357,balanced_cleaned,False
P13,44,6077,174.57627118644066,0.0066802276604223,balanced_cleaned,False
P13,45,6220,178.68428612467682,0.00645740522619,balanced_cleaned,False
P13,46,6362,182.7635736857225,0.0097497339894991,balanced_cleaned,False
P13,47,6498,186.67049698362536,0.007065070187992,balanced_cleaned,False
